@relation PostCheckBet

@attribute roundCompletion numeric
@attribute playersActed numeric
@attribute playersToAct numeric
@attribute round {flop,turn,river}
@attribute gameCount numeric
@attribute somebodyActedThisRound {false,true}
@attribute nbActionsThisRound numeric
@attribute potSize numeric
@attribute stackSize numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute betFrequency numeric
@attribute betFrequencyRound numeric
@attribute nbAllPlayerRaises numeric
@attribute nbPlayerRaises numeric
@attribute gameRaisePercentage numeric
@attribute gameRaiseAmount numeric
@attribute gameRaiseAmountRatio numeric
@attribute lastActionWasRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute AFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute betProb numeric
@attribute action {check,bet}

@data
0,0,2,turn,1002,false,0,11522,98,2,2,1,0.970667,0.908571,1,1,1,0.693147,1,true,0.172167,0.034433,0.849315,0.218819,-1.104414,0.015616,0.214911,0.207396,8.4,0.518612,1.827908,0.015616,1,bet
0,0,2,river,1002,false,0,11532,93,2,2,1,0.970989,0.87,3,2,0.666667,1.386294,0.5,false,0.172167,0.034433,0.849829,0.219337,-1.103283,0.015616,0.214911,0.207396,8.416667,0.519118,1.826217,0.015616,1,bet
0,0,2,flop,1014,false,0,11605.5,86,2,2,1,0.971304,0.9504,1,0,0,0,0,false,0.172102,0.034028,0.847973,0.218961,-1.105664,0.015405,0.214342,0.206916,8.483334,0.517879,1.828177,0.015405,1,bet
0,0,2,turn,1014,false,0,11609.5,84,2,2,1,0.971613,0.911724,3,1,0.333333,0.693147,0.066667,false,0.172102,0.034028,0.848485,0.219472,-1.104917,0.015405,0.214342,0.206916,8.5,0.51838,1.827246,0.015405,1,bet
0,0,2,flop,1034,false,0,12098.5,94,2,2,1,0.971915,0.951373,1,0,0,0,0,false,0.176493,0.036262,0.84918,0.219841,-1.106692,0.015,0.220809,0.213526,8.532258,0.524494,1.847631,0.015,1,bet
0,0,2,turn,1044,false,0,12131,99,2,2,1,0.972211,0.914667,0,0,0,0,0,false,0.176718,0.035916,0.844156,0.218981,-1.106326,0.014805,0.219656,0.212443,8.580646,0.523293,1.848839,0.014805,1,bet
0,0,2,flop,1046,false,0,12202.5,66,2,2,1,0.9725,0.952308,1,0,0,0,0,false,0.177333,0.035848,0.841935,0.219281,-1.116069,0.01471,0.22019,0.21299,8.596774,0.522723,1.854388,0.01471,1,bet
0,0,2,flop,1052,false,0,12391.5,99,2,2,1,0.972784,0.953208,0,0,0,0,0,false,0.17822,0.035644,0.842949,0.219495,-1.111165,0.014522,0.220833,0.213674,8.523809,0.523582,1.84277,0.014522,1,bet
0,0,2,flop,1062,false,0,12480,98,2,2,1,0.973061,0.954074,1,0,0,0,0,false,0.178424,0.036248,0.843949,0.219138,-1.109754,0.01443,0.222514,0.215422,8.603174,0.524383,1.851188,0.01443,1,bet
0,0,2,turn,1072,false,0,12552,89.5,2,2,1,0.973333,0.917419,2,0,0,0,0,false,0.177695,0.035911,0.839117,0.21812,-1.112161,0.01434,0.223234,0.216208,8.666667,0.524192,1.857485,0.01434,1,bet
0,0,2,flop,1076,false,0,12613.5,76.5,2,2,1,0.9736,0.954909,1,0,0,0,0,false,0.177963,0.035778,0.840125,0.218894,-1.116562,0.01425,0.223333,0.216333,8.698413,0.523587,1.859378,0.01425,1,bet
0,0,2,flop,1081,false,0,12780,98,2,2,1,0.973861,0.955714,1,0,0,0,0,false,0.178986,0.036535,0.846875,0.220322,-1.097602,0.014161,0.224147,0.21718,8.609375,0.52345,1.83208,0.014161,1,bet
0,0,2,turn,1102,false,0,13228,90.5,2,2,1,0.974118,0.92,2,0,0,0,0,false,0.182821,0.036745,0.812317,0.218735,-1.106506,0.013653,0.226221,0.219385,8.846154,0.529268,1.823194,0.013653,1,bet
0,0,2,flop,1132,false,0,13416.5,99,2,2,1,0.974369,0.956491,0,0,0,0,0,false,0.182394,0.036655,0.808023,0.217308,-1.10835,0.013256,0.226408,0.218873,8.676471,0.529433,1.827504,0.013256,1,bet
0,0,2,turn,1132,false,0,13607.5,3.5,2,2,1,0.974615,0.922424,4,2,0.5,3.511545,0.340314,false,0.182394,0.036655,0.811429,0.218385,-1.097367,0.013256,0.226408,0.218873,8.705882,0.530292,1.806555,0.013256,1,bet
0,0,2,flop,1138,false,0,13628.5,99,2,2,1,0.974857,0.957241,0,0,0,0,0,false,0.183187,0.036462,0.805085,0.217965,-1.096747,0.013103,0.226095,0.218599,8.75,0.530127,1.805312,0.013103,1,bet
