@relation PostCheckBet

@attribute roundCompletion numeric
@attribute playersActed numeric
@attribute playersToAct numeric
@attribute round {flop,turn,river}
@attribute gameCount numeric
@attribute somebodyActedThisRound {false,true}
@attribute nbActionsThisRound numeric
@attribute potSize numeric
@attribute stackSize numeric
@attribute nbSeatedPlayers numeric
@attribute nbActivePlayers numeric
@attribute activePlayerRatio numeric
@attribute betFrequency numeric
@attribute betFrequencyRound numeric
@attribute nbAllPlayerRaises numeric
@attribute nbPlayerRaises numeric
@attribute gameRaisePercentage numeric
@attribute gameRaiseAmount numeric
@attribute gameRaiseAmountRatio numeric
@attribute lastActionWasRaise {false,true}
@attribute VPIP numeric
@attribute PFR numeric
@attribute AF numeric
@attribute AFq numeric
@attribute AFAmount numeric
@attribute WtSD numeric
@attribute opponentVPIP numeric
@attribute opponentPFR numeric
@attribute opponentAF numeric
@attribute opponentAFq numeric
@attribute opponentLogAFAmount numeric
@attribute opponentWtSD numeric
@attribute betProb numeric
@attribute action {check,bet}

@data
0,0,2,flop,941,false,0,10216,97.5,2,2,1,0.965714,0.942326,1,0,0,0,0,false,0.145185,0.02819,0.822511,0.19542,-1.286282,0.019826,0.184339,0.178455,8.085107,0.460349,1.858109,0.019826,1,bet
0,0,2,flop,965,false,0,10271,99,2,2,1,0.966154,0.943636,0,0,0,0,0,false,0.142621,0.027492,0.823276,0.193348,-1.285112,0.019655,0.181837,0.176099,8.12766,0.45546,1.860252,0.019655,1,bet
0,0,2,flop,973,false,0,10316,98,2,2,1,0.966582,0.944889,1,0,0,0,0,false,0.144524,0.027267,0.807531,0.192804,-1.284982,0.01916,0.183419,0.177728,8.125,0.458525,1.859666,0.01916,1,bet
0,0,2,river,973,false,0,10331,90.5,2,2,1,0.967,0.826667,4,1,0.25,0.693147,0.117647,false,0.144524,0.027267,0.804979,0.193249,-1.28606,0.01916,0.183419,0.177728,8.166667,0.459831,1.859682,0.01916,1,bet
0,0,2,flop,985,false,0,10388,99,2,2,1,0.967407,0.946087,0,0,0,0,0,false,0.143782,0.026936,0.81405,0.194161,-1.276774,0.019,0.183215,0.177594,8.081633,0.459666,1.84885,0.019,1,bet
0,0,2,flop,1015,false,0,10846.5,99,2,2,1,0.967805,0.947234,0,0,0,0,0,false,0.145437,0.026143,0.825397,0.197397,-1.249745,0.01824,0.185672,0.180216,8.076923,0.468729,1.807121,0.01824,1,bet
0,0,2,flop,1019,false,0,10856,98,2,2,1,0.968193,0.948333,1,0,0,0,0,false,0.145846,0.026041,0.822835,0.197607,-1.249039,0.018095,0.185924,0.180489,8.096154,0.467731,1.807324,0.018095,1,bet
0,0,2,flop,1073,false,0,11122,99,2,2,1,0.968571,0.949388,0,0,0,0,0,false,0.142247,0.025664,0.819231,0.193864,-1.254856,0.017674,0.182173,0.17701,8.326923,0.462939,1.814083,0.017674,1,bet
0,0,2,flop,1087,false,0,11383,99,2,2,1,0.968941,0.9504,0,0,0,0,0,false,0.142255,0.025335,0.810606,0.192424,-1.287728,0.017405,0.182585,0.177489,8.423077,0.463341,1.839331,0.017405,1,bet
0,0,2,flop,1111,false,0,11472.5,97,2,2,1,0.969302,0.951373,1,0,0,0,0,false,0.141883,0.024789,0.802974,0.190176,-1.287099,0.016765,0.18583,0.179049,8.296296,0.464119,1.843108,0.016765,1,bet
0,0,2,flop,1123,false,0,11505.5,97,2,2,1,0.969655,0.952308,1,0,0,0,0,false,0.14126,0.024525,0.800738,0.189522,-1.286722,0.016642,0.185626,0.178917,8.333333,0.462316,1.844613,0.016642,1,bet
0,0,2,flop,1149,false,0,11825.5,70,2,2,1,0.97,0.953208,1,0,0,0,0,false,0.140676,0.023972,0.800725,0.189199,-1.258983,0.016286,0.185776,0.179219,8.196428,0.461111,1.808063,0.016286,1,bet
0,0,2,turn,1149,false,0,11830.5,67.5,2,2,1,0.970337,0.905185,3,1,0.333333,0.693147,0.031746,false,0.140676,0.023972,0.801444,0.189757,-1.258324,0.016286,0.185776,0.179219,8.214286,0.461665,1.807199,0.016286,1,bet
0,0,2,flop,1151,false,0,11859,99,2,2,1,0.970667,0.954074,0,0,0,0,0,false,0.141299,0.023931,0.802867,0.190868,-1.25374,0.01617,0.185455,0.178909,8.105263,0.461822,1.801571,0.01617,1,bet
